p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
"전입대학생 축하금, 생활안정 지원금",R2021031101669,군 지역경제 활성화를 위한 인구증가시책,"주거·금융, 생활비지원 및 금융 혜택",생활안정지원금 지급,2014년 ~ 계속,진행중,약 10명 내외,충남 청양군,999,제한없음,다른 시군구에서 1년이상 주소를 두고 있다가 군내 접입한 대학생,대학 재학,제한없음,제한없음,제한없음,-,신청요건에 해당 안되는 자,#NAME?,선발기준에 의거 확정 통보,없음,신청서 외,-,행정지원과,-,http://www.cheongyang.go.kr/kor/sub06_01_09_02.do,http://www.cheongyang.go.kr/
시간제청년근로자 장려금 지급 사업,R2021021802297,강화군에 거주하고 있는 시간제 청년근로자에게 장려금을 지급하여 청년의 복지향상과 취업역량 강화,"주거·금융, 생활비지원 및 금융 혜택","시간당 1천원, 1일 최대 5천원, 월 최대 10만원 지급",2021.01.01.~2021.12.31.,매월 15일까지 방문접수,최대 연 180명,인천 강화군,29,만 19세 ~ 29세,"신청일 현재 강화군에 3년이상 주민등록을 두고 관내 사업장에서 주 30시간 이하로 근무하는 청년근로자(저소득층, 장애인 등을 우선하여 선발, 지원)","학력 제한 없음 (대학교 재학생, 일반대학원생, 휴학생 참여 제외)",제한없음,기타(강화군 사업장에서 주30시간 이하로 하는 시간단위로 근로를 제공하는 청년근로자),제한없음,-,"지급액은 2년간 지급할 수 있으며, 국가 및 지방자치단체로부터 이와 유사한 지원금을 지원 받을 경우에는 지원하지 아니할 수 있음",신청서 및 구비 서류 양식 작성 및 증빙서류 구비하여 매월 15일까지 방문제출,- 1차 신청서 및 구비서류 검토- 2차 현장점검을 통한 근무사실 여부 확인,"방문 접수 (지킴이센터, 강화군 일자리지원센터)","장려금지급신청서, 개인정보수집동의서, 근로계약서, 출근부, 급여지급통장사본 및 증명서류, 사업자등록증 사본, 주민등록등본 및 초본 각1부, 해당월 급여지급내역서",-,강화군청 경제교통과 일자리총괄팀,-,https://www.ganghwa.go.kr/open_content/main/part/job/recruit_grant.jsp,https://www.ganghwa.go.kr/open_content/main/
청년희망계좌(가칭) 통합 및 운영,R2021031101557,"저소득 청년이 사회에 안착, 자립할 수 있도록 자산형성 지원","주거·금융, 생활비지원 및 금융 혜택",저소득 청년 자산형성지원제도 개편,2021.01.~2021.12.,-,619명,충남,39,만 15세 ~ 39세,"저소득 가구, 저소득 청년",제한없음,제한없음,제한없음,제한없음,-,-,소재 읍면동을 통한 신청,-,-,신청서,-,저출산보건복지실 사회복지과,15개 시군,-,-
보호종료아동 자립수당,R2021031101284,"보호종료아동 자립수당(20만원,3년)","주거·금융, 생활비지원 및 금융 혜택",자립수당 매월 30만원 지급(3년),2021.01.01.~2021.12.31.,연중,360명,광주,999,만 18세 이상,과거 2년 이상 보호받은 보호종료아동,제한없음,제한없음,제한없음,제한없음,-,"생활시설, 교정시설 입소자, 국외체류 등","방문, 우편, 팩스 중 택1하여 지원",지급조건 확인 및 결정통포,동 주민센터,"신청서, 사이버강의 이수증",-,광주광역시청 여성가족국 출산보육과,자치구,https://blog.naver.com/dodreamgj/221431084760,-
청년 내일통장,R2021021803618,저소득 근로청년에게 안정적인 미래를 준비하고 자립할 수 있도록 자산형성 지원,"주거·금융, 생활비지원 및 금융 혜택",본인 저축금액 15만원 매칭하여 시 지원금 15만원 적립 지원,2021.01.~2021.12.,-,"1,000명",경남 창원시,34,만 19세 ~ 34세,- 창원시 거주 근로청년- 본인소득 월 220만원 이하 및 가구원 중위소득 120프로 이하,제한없음,제한없음,재직자,저소득층(중위소득 120퍼센트 이하),-,"타 지자체, 보건복지부 자산형성지원사업 참여자고용노동부, 중소벤처기업진흥공간의 청년내일채움공제 참여자공무원2021년 국가 및 지자체(창원 포함) 청년구직활동관련 지원사업 참여자국가근로장학생, 군복무자비사회적 업종 대상자",방문접수신청 - 심사 - 지원,선정대상자 공고 게시,-,"참여신청서, 개인정보 제공 등 동의서, 재직증명서, 근로소득 확인서류, 4대 사회보험 가입확인서, 건강보혐료 납부확인서, 건강보험자격확인서, 근무지 사업자등록증 사본, 주민등록 등초본, 가족관계증명서",-,창원시청 경제일자리국 일자리창출과,해당없음,https://changwon.go.kr/ingu/policy/list.do?mId=0400000000&idx=130&fieldType=7,https://www.changwon.go.kr/
청년저축계좌,R2021021803809,일하는 차상위계층 청년에게 근로장려금 지원을 통해 자립기반 마련 및 탈빈곤 유도,"주거·금융, 생활비지원 및 금융 혜택","청년: 근로소득장려금 지원 (본인저축액에 1:3 매칭, 3년)",2020.~ 계속사업,-,8명,경남 함안군,39,만 19세 ~ 39세,"근로중인 주거, 교육급여 혹은 차상위계층(기준중위소득 50퍼센트 이하)","고졸미만, 고교 재학, 고졸 예정, 고교 졸업, 대졸 예정 , 대학 졸업,  석·박사",제한없음,재직자,제한없음,-,기준중위소득 50퍼센트 초과,1. 읍면사무소신청2. 군 심사3. 지급(3년 근로활동 지속)* 교육이수 시,서류심사,-,-,-,함안군청 행복나눔과,해당없음,https://www.gov.kr/portal/service/serviceInfo/628000000737,http://www.haman.go.kr
관내 대학 전입학생 축하금 지원,R2021021802965,"관내 대학(충북도립대학교)에 재학, 휴학중인 학생의 전입 시 상품권 제공 혜택을 통한 옥천군의 인구 유입 도모 및 지역 상생발전에 기여","주거·금융, 생활비지원 및 금융 혜택","옥천사랑상품권 100,000원 1회 지급",2021. 1월 ~ 12월,연중,20명,충북 옥천군,999,제한없음,"타 지역에서 1년이상 거주하다 군으로 전입하여 관내 대학교에 재학, 휴학중인 대학생",대학생,제한없음,제한없음,제한없음,-,-,읍면사무소 신청,-,-,신청서 제출,,옥천군청 종합민원과,옥천군청 종합민원과,https://www.oc.go.kr/young/contents.do?key=1587&,https://www.oc.go.kr
광주청년 금융복지지원 (청년드림은행),R2021031101247,"1대1 심층상담을 통해 광주 지역 청년의 부채 문제를 해소하고, 경제적 자립과 안정을 위한 광주청년금융안전망 구축","주거·금융, 생활비지원 및 금융 혜택",청년금융 교육·상담채무조정·연체해소 지원금 지급(1인당 80만원)광주청년 금융복지 네트워크 구성 등,2021.01.~2021.12.31.,상시 접수,300명,광주,39,만 19세 ~ 39세,광주광역시에 주민등록을 둔 만 19~39세 부채보유 청년,제한없음,제한없음,제한없음,제한없음,,-,"광주청년드림은행 공식홈페이지, 상담 및 지원 메뉴에서 신청 - 1차 상담(인터뷰) - 2차 상담(솔루션 실행 계획 수립) - 지원금·보조금(1인당 80만원 분할 지원)*비금전적지원 : 재무관리상담, 신용회복기관 연계, 소모임, 교육 등","- 1, 2차 상담 결과, 내부심사를 통해 선정- 프로세스: 접수-약속-1차 상담-지원심사-2차 상담3개월 프로그램- 1차 상담 : 청년들의 신용 및 부채, 재무상태 파악- 2차 상담 : 1차 상담내용 바탕으로 수입-지출 분석 및 재무계획 제안- 3개월 프로그램 : 매달 진행되는 경제교육 또는 소모임 2회, 3개월 후에는 3개월 변화 설문조사 1회 참여",https://gjdreambank.modoo.at/,"청년 신용회복 지원 심사(안) 기준 충족시- 신분증, 통장사본, 주민등록초본- 고용관련서류(피보험자격이력내역서)- 소득관련서류(급여명세서, 소득금액증명원 등)",*지원 확정 이후 3개월간 프로그램에 참여하지 않을 경우 지원이 이뤄지지 않음,광주광역시청 청년정책관,광주청년지갑트레이닝센터사회적협동조합,https://gjdreambank.modoo.at/,https://gjdreambank.modoo.at/
출산지원금 지원,R2021021802683,저출산에 따른 사회문제에 적극 대처하고 출생률 제고 및 양육부담 경감을 위해 첫째자녀 이상 출산가정에 출산지원금을 지급,"주거·금융, 생활비지원 및 금융 혜택","첫째(30만원), 둘째(50만원), 셋째(100만원), 넷째(200만원), 다섯째 이상(300만원) 지원",연중,출생(입양)일로부터 1년 이내,-,경기 용인시,999,제한없음,"1. 출생(입양)일 기준으로 180일이전부터 계속하여 용인시에 주민등록을 두고 거주하는 출생아의 부 또는 모- 다만, 출생(입양)일 기준 거주기간이 180일을 경과하지 아니한 경우 180일이 경과 될 때까지 용인시에 주소를 두고 거주할 경우 지원 가능2. 지원대상자와 출생아(입양한 영유아 포함)는 용인시에 같은 세대로 주민등록이 되어 있을 것",제한없음,제한없음,제한없음,여성,-,-,"접수시기 : 출생(입양)일로부터 1년이내접  수  처 : 주소지 관할 읍,면,동지급방법 : 신청일 기준 익월 25일까지 계좌입금",https://www.yongin.go.kr/home/www/www01/www01_05/www01_05_05/www01_05_05_13.jsp,https://www.yongin.go.kr/home/www/www01/www01_05/www01_05_05/www01_05_05_13.jsp,"신분증, 출산서비스통합처리신청서, 통장사본",-,용인시청,주관기관과 동일,https://www.yongin.go.kr/home/www/www01/www01_05/www01_05_05/www01_05_05_13.jsp,https://www.yongin.go.kr/index.do
"대학생, 제대군인 전입 지원금 지급",R2021021802785,포천시로 전입한 대학생 및 제대군인에게 정착장려금을 지급,"주거·금융, 생활비지원 및 금융 혜택",전입대학생 생활안정장학금지급액 : 1인 10만원제대군인 정착장려금지급액 : 1인 20만원,2021.01.01.~2021.12.31.,매월 상시,예산 범위내,경기 포천시,999,제한없음,"포천시 소재 전입 대학생, 부사관 이상 제대 군인",#NAME?,제한없음,제한없음,제한없음,-,-,주소지 읍면동사무소 방문하여 서류 작성 후 첨부 서류 제출,매월 1회,-,"인구유입시책 지원금 신청서, 재학증명, 전역증, 통장사본, 신분증 지참",-,포천시청 민원토지과 가족등록팀,주관기관과 동일,https://www.pcs21.net/www/contents.do?key=7324,https://www.pcs21.net/
시설퇴소아동 자립정착금,R2021031101283,"자립정착금 지급(500만원, 1회)","주거·금융, 생활비지원 및 금융 혜택",자립정착금 500만원 지급(1회),2021.01.01.~2021.12.31.,연중,44명,광주,999,만 18세 이상,아동양육시설 퇴소아동(18세),제한없음,제한없음,제한없음,제한없음,-,"생활시설, 교정시설 입소자 등",시설장 신청,지급조건 확인 및 결정통포,자치구 자립당당부서,"신청서, 자립정착금사용계획서",-,광주광역시청 여성가족국 출산보육과,자치구,https://www.gwangju.go.kr/boardView.do?boardId=BD_0000000027=www789=7645,-
출산장려금 및 양육지원금 지원,R2021021802885,출생률 저하에 효율적으로 대응하고 출산ㆍ양육에 유리한 환경 조성,"주거·금융, 생활비지원 및 금융 혜택","- 출산장려금(시비) : 1자녀 30만원, 2자녀 50만원, 3자녀 이상 100만원 일시금 지급 - 출산장려금(도비) : 2자녀 10만원, 3자녀이상 20만원, 12개월 지급 - 셋째자녀 양육지원금 : 월 15만원, 60개월 지급",2021.01.01.~2021.12.31.,출생신고 후 3개월 이내,사업량 소진시까지,충북 청주시,999,제한없음,신생아가 출생신고일 기준 청주시에 주민등록상 주소를 둔 부 또는 모와 주민등록을 같이 하는 경우,제한없음,제한없음,제한없음,제한없음,-,-,출샌신고 시 동행정복지센터에서 부 또는 모가 신청,-,-,통장사본,-,청주시청 복지국 여성가족과,주관 기관과 동일,https://www.cheongju.go.kr/sangdang/contents.do?key=7375,https://www.cjculture.org/
출산 축하후원금 지급,R2021021803016,단양군의 출산율 제고와 제천단양축산농협의 지역사회 공헌에 기여,"주거·금융, 생활비지원 및 금융 혜택",출산축하후원금 5만원 계좌 입금,연중,연중,연간 50~100여 명,충북 단양군,999,제한없음,관내 출생신고를 마친 가정의 부 또는 모가 제천단양 축산농협 단양지점 통장개설 후 읍면사무소에 신청,제한없음,제한없음,제한없음,제한없음,출생신고 후 보호자 명의 통장개설 및 읍면사무소 신청,2017.01.01. 이전 출생아 가정,출생신고 - 제천단양축산농협 통장 개설 - 가족관계서류 지참 - 읍면사무소 방문 - 신청서 작성 및 통장사본 제출,읍면사무소 접수 문서 취합 후 단양군에서 해당 은행으로 문서 송부하면 은행에서 계좌 입금함,온라인 신청 불가,"신청서, 통장사본 등",-,단양군청 자치행정과,주관 기관과 동일,-,-
용인청년 신용회복지원 사업,R2021021802677,학자금 대출로 신용회복의 어려움에 처한 청년들의 경제적 재기를 위한 발판 마련을 통해 기본적인 청년복지 실현,"주거·금융, 생활비지원 및 금융 혜택","- 분할상환약정체결을 위한 초입금 지원(채무금액의 10퍼센트 상당, 1인당 최고 100만원 이내)- 분할상환약정체결시 지연배상금 감면- 법적조치 유보 및 신용도 판단정보 해제 : 지원액(1인 100만원 이내)을 초과하는 금액은 본인 부담, 초입금을 제외한 채무액은 청년 본인이 원리금 분할로 상환*한국장학재단에서 취급하는 학자금 대출에따른 신용도 판단정보만 해제되며, 타 공공금융기관에서의 대출에따른 신용도 판단정보는 해제되지 않음",2021.03. ~ 2021.05.,-,1인당 평균 65만원(최고 100,경기 용인시,39,만 18세 ~ 39세,만39세 이하 청년 중 한국장학재단에 학자금 대출을 받아 신용유의자 정보에 등록된 자,-,-,-,-,-,-,-,-,-,-,-,용인시청 제1부시장 청년담당관,주관기관과 동일,,
여성장애인 출산비용 및 지원금,R2021021802892,출산비용 지원으로 경제적 부담을 경감하고 출산 친화적인 문화 조성을 통한 삶의 질 개선에 기여,"주거·금융, 생활비지원 및 금융 혜택","- 출산비용 지원: 모든 등록 여성장애인 100만원 지급- 출산지원금 : 심한장애인 150만원, 심하지않은장애인 100만원(단, 출생비보건복지부 출중복둘째 100만원 등 출생순위별 50만원씩 차등지급(단양사랑상품권)",2021.01.01.~2021.12.31.,예산 소진시 까지,28명,충북 청주시,999,제한없음,"등록여성장애인 중 출산 및 유산·사산한 자, 신생아 출생일 기준 6개월 이전부터 신청일 현재까지 청주시 주민등록 거주자",제한없음,제한없음,제한없음,제한없음,-,-,신청.접수(관할 읍면동) - 검토(시청) - 지급(지급),-,-,"신청자 신분증, 신청서(출산비용지원신청서), 출생증명서, 주민등록등본",-,청주시 노인장애인과,주관 기관과 동일,https://cheongju.go.kr/sangdang/selectBbsNttView.do?key=1018&bbsNo=511&nttNo=100097&searchCtgry=&searchCnd=SJ&searchKrwd=여성장애인&pageIndex=1&integrDeptCode=000100186,https://cheongju.go.kr
청년희망키움통장,R2021031101218,"일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소없이 자산을 축적하고, 청년의 자립을 위한 특화된 금융교육과 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방","주거·금융, 생활비지원 및 금융 혜택",1. 근로소득공제금 10만원2. 본인소득에 비례한 일정비율 장려금 지원,2021.01.01.~2021.12.31.,2021.02.01~2021.11.19.,6명,부산 기장군,39,만 18세 ~ 39세,중위소득 30퍼센트 이하인 가구의 생계수급 청년,제한없음,제한없음,제한없음,제한없음,통장가입기간 3년 이내 생계급여 탈수급해야함,지원금을 한번이라도 수령한 경우 해당사업 재가입 불가(희망키움통장 1 중복안됨).,"거주 읍면사무소에서 신청, 군에서 지원대상자 선정및 결정처리",개별로 등기우편으로 결과 발송,-,청년희망키움통장 참여신청서,-,기장군청 교육행복국 복지정책과 생활보장팀,-,https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000103005002008,https://www.gijang.go.kr/index.gijang
증평군 전입정착금 지원사업,R2021021802981,"관내 전입 대학생, 직업군인(군무원) 및 근로자의 안정적인 정착을 지원","주거·금융, 생활비지원 및 금융 혜택",증평사랑으뜸상품권 20만원,2021.01.~2021.12.,상시,150명,충북 증평군,999,제한없음,#NAME?,제한없음,제한없음,"재직자, 대학생",군인(군무원),-,-,증평군청 기획감사관실 행복인구팀 방문접수 - 신청서 및 증빙서류 제출,-,-,"신청서 1부, 재학·재직·복무확인서 1부",-,증평군청 기획감사관,주관 기관과 동일,https://www.jp.go.kr,-
청년 임대료 지원,R2021031101678,임대주택 또는 기숙사 거주 청년에게 임대료 지원(연 50만원),"주거·금융, 생활비지원 및 금융 혜택",월 5만원 월세 지원(신청월부터~12월까지),연중,미정,연 50명,충남 예산군,39,만 18세 ~ 39세,"공고일 기준 1년이상 군내 주민등록을 둔 만 18~39세 1인가구, 건강보험료 기준 중위소득 120프로 이하 임대주택 또는 기숙사 거주자",제한없음,제한없음,제한없음,제한없음,-,-,구비 서류 갖춰 신청기간에 방문접수(예산군청 총무과),공고 및 개별통보,-,"임대차계약서 및 부동산 등기부 등본 각1부,(기숙사 거주 시 기숙사 입사확인서 1부), 통장사본 1부, 주민등록등초본 1부, 건강보험료 납부확인서 1부, 건강보험증(사본)1부, 신분증 1부.",-,행정복지국 총무과,예산군청 행정복지국 총무과,http://www.yesan.go.kr/kor/sub05_12_05_01.do,http://www.yesan.go.kr/
청년희망키움통장 사업,R2021021802998,일하는 생계급여수급 청년의 탈수급과 자립을 향한 꿈을 키워나갈 수 있도록 지원,"주거·금융, 생활비지원 및 금융 혜택",매월 생계급여액 지급시 공제되는 청년의 근로소득에서 10만원을 추가공제하여 저축 지원,연중,연중,생계급여 수급하는 청년 가구원,충북 괴산군,39,만 15세 ~ 39세,15세 이상~39세 이하 괴산 청년,제한없음,제한없음,제한없음,제한없음,#NAME?,-,읍면주민센터에 매월 중순경까지 신청 접수,차수별 모집하여 대상자 선정,방문접수,신청서 접수 및 서류제출,-,괴산군청 주민복지과,주관 기관과 동일,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,https://www.goesan.go.kr/
출산양육지원금 지원사업,R2021021802993,출산장려금을 지원함으로써 경제적 부담을 덜어주고 출산과 양육에 유리한 환경을 조성하여 저출산 문제를 극복하는데 기여하고자 함.,"주거·금융, 생활비지원 및 금융 혜택","- 첫째아 : 2년 분할지급(지원금 200만원)신청시 100만원, 12개월 후 50만원, 24개월 후 50만원 지급- 둘째아 : 2년 분할 지급(지원금 300만원)10만원*12회(120만원), 12개월 후 100만원, 24개월 후 80만원 지급- 셋째아 이상 : 4년 분할 지급(지원금 1,000만원)20만원*12회(240만원), 첫돌 100만원, 두돌 160만원, 세돌 200만원, 네돌 300만원 지급",2021.01.01.~2021.12.31.,연중,1명,충북 괴산군,999,제한없음,영유아 : 출생일을 기준으로 출생아의 부모가 주민등록상 관내 12개월 이상 거주한 자로 관내에 출생신고한 신생아,제한없음,제한없음,제한없음,제한없음,신생아 출생일 기준 3개월 이내에 신청,-,읍면사무소에 출생신고 시 통합신청 또는 보건소에 출산서비스 통합처리 신청,기준심사 후 지원금 지급,서류 접수,신청서 및 출생증명서,-,괴산군청 보건소 건강증진과,주관 기관과 동일,https://www.goesan.go.kr/www/selectBbsNttView.do?key=1097&bbsNo=171&nttNo=48627,https://www.goesan.go.kr/
청년 금융 특강,R2021031101031,"부산 청년(대학생)들의 금융지식 부족으로 인한 신용.부채관리 실패 및 금융사기 피해방지, 금융마인드 제고","주거·금융, 생활비지원 및 금융 혜택","부산 청년들을 위한 찾아가는 금융 특강 지원
 - 학자금 대출과 부채관리 기초(대학생 신용관리 방법 등)
 - 금융사기 피해사례 및 유의사항
 - 금융사기 예방수칙, 개인정보 유출로 인한 피해예방
 - 금융회사 불완전 판매 예방",2017.03~,연중 수시,연 2회,부산,34,만 18세 ~ 34세,부산청년(대학생 포함),제한없음,제한없음,제한없음,제한없음,-,-,요청기관의 신청을 받아 인원 확보 후 교육 실시,-,-,-,담당부서: 부산광역시 서비스금융과(051-888-4871),부산광역시청 일자리경제실 서비스금융과,-,http://www.busan.go.kr/young/life08,https://www.busan.go.kr/build/index
출산축하금 및 출산축하상품권 지원,R2021021802954,옥천군 인구 증가유도 및 출산을 장려하는 분위기 조성 및 출산 가정내 경제적 부담 경감,"주거·금융, 생활비지원 및 금융 혜택","출생순위별 출산축하금 지원(첫째아 30만원, 둘째아 50만원, 셋째아 이상 100만원 지급, 쌍생아 이상의 경우 각각 1인으로 봄)출산용품(100만원 지역상품권 지급)",2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.,200명,충북 옥천군,999,제한없음,"아기 출생일기준 부 또는 모가 옥천군에 주민등록을 두고 거주한지 1년 이상인 자(혹은 출생신고를 옥천에 한 후, 부 또는 모가 거주 일년째 되는 날 부터 신청가능)",제한없음,제한없음,제한없음,제한없음,"아기 출생일기준 부 또는 모가 옥천군에 주민등록을 두고 거주한지 1년 이상인 자(혹은 출생신고를 옥천에 한 후, 부 또는 모가 거주 일년째 되는 날 부터 신청가능)",-,읍면사무소 방문하여 신청서 작성,접수된 신청서를 토대로 보건소 담당 주무관이 자격 검토 후 개별 통보,-,"출산 서비스 통합처리 신청서, 행정정보공동이용신청서",#NAME?,옥천군청 보건소 건강관리과,옥천군청 보건소 건강관리과,https://www.oc.go.kr/health/selectBbsNttView.do?key=1508&bbsNo=107&nttNo=80499,https://www.oc.go.kr/
서구 산후조리비 지원금,R2021021802292,경제적 부담 경감 및 출산 친화적 사회분위기 조성을 위한 사회적 지원 강화,"주거·금융, 생활비지원 및 금융 혜택",서구 저소득 복지대상자 출생아에 30만원 지원,연중,연중,37명,인천 서구,999,제한없음,2019.7.1 이후 출산하여 서구에 1년 이상 거주하는 부 또는 모,제한없음,제한없음,제한없음,제한없음,-,-,방문 신청,-,방문신청,-,-,가정보육과,-,https://www.seo.incheon.kr/open_content/welfare/life/baby_childbirth.jsp,https://www.seo.incheon.kr/open_content/main/
영동군 출산양육지원금,R2021021802977,저출산에 따른 사회문제에 적극 대처하고 주민 삶의 질 향상과 출산장려 분위기 조성,"주거·금융, 생활비지원 및 금융 혜택","첫째아 350만원(분할), 둘째아 380만원(분할), 셋째아 510만원(분할), 넷째아 이상 760만원(분할)",2021.01.01.~2021.12.31.,2021.01.01~2021.12.31.(연중),670명,충북 영동군,999,제한없음,신생아 출생일 기준으로 3개월 전부터 군내에 주민등록을 두고 실거주하는 보호자(부 또는 모)로 자녀를 군내 같은 세대로 주민등록에 등재* 둘째아 이상 신청 시 신생아 이전 자녀 모두가 영동군에 주민등록을 두어야 함,제한없음,제한없음,제한없음,제한없음,매월 출산양육지원금 지급시 지원조건을 충족하여야 함,-,"읍면사무소 민원실 또는 정부24 사이트 접속 - 구비 서류 양식 작성 및 증빙서류 구비 - (오프라인) 행복출산원스톱서비스 신청 주소지 읍면사무소에서 신청, (온라인) 행복출산원스톱서비스 정부24시 온라인 신청",#NAME?,-,출산 서비스 통합처리 신청서(출산양육지원금 지원신청서),-,영동군청 기획감사관 인구정책팀,주관 기관과 동일,https://www.yd21.go.kr/kr/html/sub05/0503030201.html,https://www.yd21.go.kr/
서구 출산·입양 축하금 지원,R2021021802289,"산모와 신생아의 생명과 건강을 보호, 경제적 부담완화로 건전한 출산과 양육 도모","주거·금융, 생활비지원 및 금융 혜택",출생순위에 따라 첫째아 50만원 둘째아 100만원 셋째아 200만원 넷째아 이상 300만원 일시금 지원,연중,연중,3500명,인천 서구,999,제한없음,2019.7.1이후 출생입양아로 주민등록을 서구에 하고 출생입양일 기준 1년 이전부터 계속해서 서구에 주민등록을 두고 거주하는 부 또는 모,제한없음,제한없음,제한없음,제한없음,-,-,방문 신청,-,방문신청,-,-,가정보육과,-,https://www.seo.incheon.kr/open_content/welfare/life/baby_childbirth.jsp,https://www.seo.incheon.kr/open_content/main/
공동육아나눔터 운영,R2021031101969,"부모들이 양육과 관련된 정보를 공유하고 자녀를 함께 돌보는 활동으로 가족기능 강화 및 공간, 품앗이 활동 등을 통한 육아부담 완화","주거·금융, 생활비지원 및 금융 혜택",1. 양육 정보를 공유2. 자녀를 함께 돌보는 활동으로 가족기능을 강화해 나가는 공간 및 품앗이 활동 지원,2020.01.01.~2020.12.31.,-,-,전북 장수군,999,제한없음,장수군에 거주하는 자녀와 부모,제한없음,제한없음,제한없음,제한없음,-,해당 없음,전화상담 후 신청서 작성,해당사항 없음,-,해당사항 없음,-,장수군청 주민복지실 여성청소년팀,장수군건강가정·다문화가족지원센터,https://jangsu.familynet.or.kr/center/lay1/bbs/S295T311C312/A/6,https://jangsu.familynet.or.kr/center/lay1/
거제 청년씨앗통장 운영,R2021021803747,청년과 시가 1대1 매칭하여 매월 20만원씩 1년간 지원하여 청년의 자산형성을 지원하는 정책,"주거·금융, 생활비지원 및 금융 혜택",1:1로 매칭하여 매월 20만원씩 1년간 지원청년은 2년 뒤 총 480만원(본인저축액 240만원 + 시지원금 240만원)으로 자립 활용,2021.1.~2021.12.,모집 완료,300명,경남 거제시,34,만 19세 ~ 34세,중위소득 100퍼센트이하 거제청년,제한없음,제한없음,재직자,저소득층,계획 수립 중,가구중위소득 100프로 초과자(공적자료 활용),신청서 접수 > 서류 심사 및 최종선정 > 사업 설명회 > 통장개설 및 적립 시작,개별연락,방문신청,건강보험납입증명서 등,-,거제시청 시정혁신담당관,해당없음,http://www.geojeyouth.com/web/policy_1,https://www.geoje.go.kr/index.geoje
청년희망키움통장,R2021021803734,근로능력 있는 생계수급 청년에게 근로장려금 지원을 통해 자립기반 마련 및 탈빈곤 유도,"주거·금융, 생활비지원 및 금융 혜택","청년: 근로소득장려금 지원(본인소득 대비 일정비율,3년)",2021.01.01.~2021.12.31.,2월~11월(매월),22명,경남 밀양시,39,만 18세 ~ 39세,근로능력 있는 생계수급 청년,고졸미만 고교 재학 고졸 예정 고교 졸업 대졸 예정 대학 졸업 석·박사,제한없음,"제직자, 자영업자",저소득층,-,"생계급여수급자가 아닌자, 청년희망키움통장 및 유사 자산형성사업 수혜자는 재가입 불가",#NAME?,서류심사,http://www.hopegrowing.com/hope01_01.jsp,-,-,밀양시 주민생활지원과,해당없음,http://www.hopegrowing.com/hope01_01.jsp,http://www.hopegrowing.com/index.jsp
청년저축계좌,R2021021803236,일하는 차상위계층 청년이 자립에 필요한 자산을 형성할 수 있도록 재정적으로 지원함으로써 자립역량 도모,"주거·금융, 생활비지원 및 금융 혜택","매월 10만원씩 2년간 360만원 저금시 근로소득장려금 30만원을 지원하여 3년 뒤 1,440만원 저축",2021.01.01.~2021.12.31.,"4회(2월, 5월, 8월, 10월), 해당월 15일이전 신청",671명,경북,39,만 15세 ~ 39세,"소득인정액이 기준중위소득 50퍼센트이하인 교육,주거급여수급자, 차상위계층 청년- 청년 본인의 근로사업소득 발생",제한없음,제한없음,"재직자, 자영업자",제한없음,"교육(총3회) 이수, 국가공인자격증 취득, 사용용도증빙","국가 또는 지자체가 인건비 전액을 직접 지급하는 재정일자리 사업 및 사회적일자리 서비스사업 참여자, 기 지원을 받았거나 복지부 자산형성과 유사한 자산형성지원사업에 참여중인 자취업성공패키지, 청년구직활동지원금 등 정부사업 참여자",주소지 읍면동 및 시군 사회복지부서 신청- (신청) 주소지 읍면동 주민센터 > (확인심사) 시군에서 자격심사 확인 후 결과 통보 > 선정 시 가입자 계좌개설 및 본인 저축,개별 통보,-,"사회복지서비스 및 급여제공(변경)신청서, 저축동의서, 개인정보제공및활용동의서, 금융정보등 제공동의서, 근로활동 및 소득신고서, 관련증빙(재직증명, 재산관련 자료 등)",지원금 받지 못하는 경우1. 통장만기시까지 지급요건 미충족2. (적립중지없이) 연속 6개월 근로사업활동을 하지 않는 경우3. 지급해지시 사용용도 미증빙,시군 사회복지부서,주관기관과 동일,http://www.hopegrowing.com(하나은행 홈페이지),-
