p-name,policy-id,introduction,policy-type,support,operating-period,application-period,scale,p-region,p-age-max,p-age,p-region-income,p-education,p-major,p-employment,p-major,detail,restriction,procedure,announcement,m-site,document,etc,a-name,m-name,a-site1,a-site2
집주인 임대주택 사업,R2022012401354,"주택도시기금 지원, 세금감면 등 공공지원을 바탕으로 민간이 소유한 주택을 LH에 위탁임대하고, LH는 대학생, 독거노인 등에게 저렴(시세 85퍼센트 수준)하게 공급 및 운영","주거·금융, 주거지원","대학생, 독거노인 등에게 저렴(시세 85퍼센트 수준)하게 공급",-,-,-,중앙부처,39,만 19세 ~ 39세,"입주자모집공고일(2021.02.04) 현재 무주택자 (공급대상주택에 전입신고할 세대원은 전원 무주택)
- 1순위 (대학생,독거노인, 고령자 세대)
- 2순위 (대학원생, 취업준비생, 사회초년생)
- 대학생 계층인 입주자가 거주 중 사회초년생, 대학원생 또는 취업준비생 계층의 자격을 갖추는 경우에는 변경된 공급대상 계층으로 계약을 갱신 할 수 있음.",제한없음,제한없음,제한없음,제한없음,-,"- 방송대학·통신대학·방송통신대학 및 사이버대학 등 원격대학, 사내대학, 대학원, 대학원대학은 제외
- 다음 학기에 입학 예정인 대학생으로 공급신청한 자가 입학 후 1개월 이내에 입학증명서 또는 등록금납부 확인서를 제출하지 않을 경우에는 계약을 취소함
- 다음 학기에 복학 예정인 대학생으로 공급신청한 자가 복학 후 1개월 이내에 재학증명서를 제출하지 않을 경우에는 계약을 취소함",- LH 청약센터(인터넷 https://apply.lh.or.kr) → 인터넷청약 → 청약신청(매입임대/전세임대)→ 집주인임대,-,http://nhuf.molit.go.kr/FP/FP06/FP0602/FP06020901.jsp,-,-,국토교통부 주택정비과,한국토지주택공사,https://apply.lh.or.kr/LH/index.html?Sls#SIL::CLCC-SIL-0030:1010203,https://apply.lh.or.kr/LH/index.html?Sls#MN::CLCC-MN-0010:
2022년 경기도민회장학회 장학생,R2022012501422,경기도 학생을 대상으로 장학금 지원,"주거·금융, 학자금 지원","지급액 상이
<장학생(성적,소득)>
- 대학생: 4백만원
- 전문대생: 3백만원
- 사이버대생: 8십만원
- 방통대생: 4십만원
<특기생>
- 체육: 1백만원
- 예능: 1백만원",2022.02.07.~2022.02.18.,2022.02.07.~2022.02.18.,-,경기,999,제한없음,"- 경기도내 연속 거주 3년 이상(부모기준, 2019.02.19. 이후)
- 대학생은 직전학기(2021년도 2학기) 학업성적이 12학점 이상 취득하고 평점평균 B학점(3.0) 이상이거나, 신입생인 경우 수능성적표상의 과목별 백분위 표시가 평균 80점 이상이거나, 고교 3학년 내신 성적(1, 2학기 중 선택) 전과목 평균 80점 이상인 경우 신청가능
- 예체능 특기생은 2021년도 전국 및 광역시, 도단위 이상 대회 수상한 실적이 반드시 있는 학생(고교생도 신청가능)",재학생,제한없음,제한없음,제한없음,,,"(장학생) : 경기도민회장학회 사무실(등기우편으로 접수)
→ 서울시 서초구 서초중앙로 63, 1102호(리더스빌딩) 우편번호 06651
(특기생) : 등기우편으로 접수
- 예능 : 예총경기도연합회 (수원시 팔달구 인계로 178, 경기문화재단 6층 : 031-239-6457)
- 체육 : 경기도체육회 (수원시 장안구 장안로 134, 7층 경기도체육회(경기도체육회관) : 031-250-0455)",-,우편접수,2022년 경기도민회 장학생 선발지침 참조,문  의 : 경기도민회장학회사무처( 02)2055-2320),경기도,경기도민회 장학회사무처,https://www.anyang.go.kr/main/selectBbsNttView.do?key=259&bbsNo=62&nttNo=297791&searchCtgry=&searchKrwd=&pageIndex=1&integrDeptCode=,http://www.ggdm.kr/
금천 청년 주거상담 서비스,R2021031100676,금천구 전입청년의 안정적 지역정착 및 주거마련을 위한 주거복지 서비스 지원,"주거·금융, 주거지원",- 주거전문가와 1:1 대면상담(ex. 금천구에서 거주 및 활동하거나 전입예정인 청년) - 대면상담은 사전 예약자에 한하여 1:1로 진행 - 금천청년주거상담 카톡채널을 통한 온라인 상담 - 주거전문가의 동행서비스(ex. 부동산 방문 및 계약시),2021.01.01.~2021.12.31.,-,-,서울 금천구,39,만 19세 ~ 39세,만19세~39세 서울시 거주 청년,제한없음,제한없음,제한없음,제한없음,-,제한없음,금천청년주거상담 카톡채널을 통한 예약 또는 전화예약,-,-,-,-,금천구청 아동청년과,청춘삘딩,http://www.youthblg.org/news/news/update?boardMstSeq=284=1,http://www.youthblg.org/
법학전문대학원 장학금 지원,R2021031101381,지역 내 전문법률가 양성을 통한 대학 경쟁력 강화 및 지역발전 도모,"주거·금융, 학자금 지원","장학금 지원(6명, 연 2회 / 학기당 5백만원)",2021.01.01.~2021.12.31.,2회(상하반기),6명,강원 춘천시,999,제한없음,지역 고교 출신 법학전문대학원생,대학 재학,법학전문대학원생,미취업자,제한없음,-,-,장학생 추천(강원대 법학전문대학원→춘천시) : 2회(상·하반기)장학금 지급(춘천시→법학전문 대학원생) : 2회(상·하반기),적격여부 확인 후 통보,-,-,-,대외협력담당관,강원대학교 법학전문대학원,-,-
청년희망키움통장,R2021021802235,"일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소없이 자산을 축적하고, 청년의 자립을 위한 특화된 금융교육과 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방","주거·금융, 생활비지원 및 금융 혜택","본인 소득에 비례한 일정 비율 지원 (1인평균 30만원)<산식: 장려금(청년총소득 341,402원) X 63퍼센트(장려율)>",2020.01.01.~2020.12.31.,매월15일~25일,4명,인천 중구,999,제한없음,소득인정액이 기준중위소득 30퍼센트 이하인 가구의 청년,제한없음,제한없음,제한없음,제한없음,3년이내 탈수급 하여야 지급,-,주민센터에서만 신청가능,매월 30일 신청결과 알림,-,청년희망키움통장 신청서 및 금융 동의서,"지원 가능 항목- 교육비(배학교 입복학, 취업, 자격증취득)- 자택 구입, 전세 등",복지정책과,-,https://www.icdonggu.go.kr/open-content/bbs.do?act=detail&msg-no=10979&bcd=board-131,https://www.icdonggu.go.kr/open-content/main/
중소기업 청년근로자 기숙사 임차비 지원사업,R2021021803397,중소기업 근로자의 주거안정 및 생활안정을 통한 인력수급 애로 해결,"주거·금융, 주거지원","사업주(근로자)가 관내 아파트 등을 임차하여 기숙사로 사용하는 경우, 임차에 소요되는 임차료의 80퍼센트이내 지원(1인당 월 30만원 한도)",2021.04.01.~2020.12.31.,-4월 공고예정-월단위로 신청(매월20일까지 접수된 신청서에 한함),50명 정도,경북 상주시,45,만 45세 이하,관내 만 45세이하 청년근로자,제한없음,제한없음,재직자,중소(중견)기업 취업,-,-,방문 또는 우편 제출- 신청서류를 경상북도경제진흥원 및 상주시청 홈페이지 공지사항에서 다운로드하여 작성후 방문 또는 우편 제출,-,방문 또는 우편신청,기숙사 임차 지원사업 참여신청서 등 다수- 경상북도경제진흥원 및 상주시청 홈페이지 참조,-,상주시청 경제기업과 기업지원팀,(재)경상부도 경제진흥원,-,-
"귀농인 주택수리비, 신축설계비 지원사업",R2021031101875,"은퇴자와 청년 귀농인의 안정적 정착을 도모코자 지원, 귀농인의 안정적 농촌정착을 유도하고 우수 농업경영인력으로 육성","주거·금융, 주거지원",수리비 : 1세대 당 500만원 이내 지원설계비 : 1세대 당 400만원 기준 50프로 지원,1월 ~ 12월,연중신청(예산한도내),10세대,전북 정읍시,65,만 19세 ~ 65세,"타 시군 농어촌이외의 지역에서 1년 이상 거주 및 다른 산업에 종사 하다가 농업경영을 주목적으로 우리 시에 가족이 단독세대를 구성하여 전입한 만65세 이하의 자로써, 실제 영농에 종사하는자귀농교육 100시간이상 이수한자",제한없음,제한없음,제한없음,제한없음,-,해당없음,사업 신청,서류 검토 > 실태조사 > 선정심의 > 사업추진,해당없음,"신청서, 주민등록등본, 수리비 또는 설계비 내역 등",해당사항 없음,정읍시청 농업정책과,정읍시 귀농귀촌팀,해당사항 없음,해당사항 없음
인문 100년 장학금,R2022012601482,인문사회계열의 우수인재가 학업에 전념할 수 있는 환경을 조성함으로써 학문후속세대로의 성장 도모,"주거·금융, 학자금 지원","(1)전공탐색유형
- 지원대상: 대학교 인문사회계열 학과(부) 1학년 재학생
- 등록금 전액 지원 인정범위: 입학금, 수업료로 명시된 항목만 지원
- 생활비 지원: 학기당 200만원 지원
-기초생활수급자인 경우 학기당 200만원 추가 지원
- 지원 기간: 대학 재학 중 최대 4년(정규학기 내 최대 8학기)
(2)전공확립유형
- 지원대상: 대학교 인문사회계열 학과(부) 3학년 재학생
- 등록금 전액 지원 -인정범위: 입학금, 수업료로 명시된 항목만 지원
- 생활비 지원: 학기당 200만원 지원
-기초생활수급자인 경우 학기당 200만원 추가 지원
- 지원 기간: 대학 재학 중 최대 2년(정규학기 내 최대 4학기)",,-,"(공통) 1유형: 등록금 전액, 생활비 200만원/학기 , 1유형: 등록금 전액
(기초생활수급자 추가) 1유형: 생활비 200만원/학기, 2유형: 생활비 200만원/학기",중앙부처,999,제한없음,"(1)신규장학생: 국내 4년제 대학의 인문사회계열 학과, 학부에서 아래 요건의 선발, 추천받은 자
-(전공탐색유형(4년 지원)) 1학년 재학생
-(전공확립유형(2년 지원)) 3학년 재학생
(2)계속장학생(일반): 인문 100년 장학생으로 선발되어 중간평가(2+2) 대상자가 아닌 1~4학년 계속장학생
- 신청기준: 직전 정규학기 취득 성적 및 이수학점 기준 충족자
- 성적기준: 백분위 87점 이상 또는 평점 3.50이상(4.5만점) 또는 3.30이상(4.3만점)
(3)계속장학생(중간평가(2+2)): 4년제 대학 재학생 기준 학업 수행 2년 경과 후 추후 추가 2년 지원받기 위한 중간 평가
- 신청대상: 09년 이후 인문 100년 장학생으로 기선발된 학생 중 3학년 진급자
- 성적기준(2년간): 백분위 87점 이상 또는 평점 3.5이상(4.5만점) 3.3이상(4.3만점)
(4)계속장학생(학업장려비 지원 대상자)
- 15~17년 선발자 중 인문 100년 장학생으로 선발된 계속장학생
- 진도보고서, 교수평가서 및 대학 자체평가 통과자
(5)계속장학생(생활비 지원 대상자): 생활비 명목의 장학금 지원 대상자 아래 요건을 모두 충족할 경우 신청 가능
- 신청대상: 18~19년 인문 100년 장학생으로 선발된 계속장학생
-신청기준: 계속지원기준 충족자 중 전인적 인재성장 결과보고서 제출 및 대학추천 완료 시
(6)일시 지원 대상자
- 인문사회계열 학과(부)에 재학 중인 3~4학년 우수학생
- 3~4학년 중 해당 대학 자체선발규정에 의거 선발·추천된 자",대학 재학 중,제한없음,제한없음,제한없음,"소득수준이 낮을수록 가점을 부여하고, 학업성적 및 학생역량을 고려하여 대학 자체선발","- 선발년도 현재 인문 100년 장학생 자격 유지자 또는 기존 인문 100년 장학생으로 선발된 후 영구 탈락된 학생
- 한국장학재단에서 운영 중인 우수장학금 기수혜자
- 계약학과(등록금 전액,일부 지원) 선발 제외
- 국가유공자, 보훈대상자, 탈북대학생 등 등록금 전액을 지원받는 면제대상자는 등록금 학생부담분 등 지원","한국장학재단 홈페이지 접속 - 장학금 탭 선택 - 장학금 신청 탭 클릭(로그인) - 신청서 작성 화면 내 인문100년장학금 선택 - 필요 요건 작성 후 신청
(1)전공탐색유형: (학생)재단 홈페이지에 사전 신청, (대학)관리자 포털에 신청 - (재단)대학별 인원 배정 - (학생)최종신청(대학에 필수서류제출), (대학)장학생 선발(자체선발기준 적용)
(2)전공확립유형: (학생)재단 홈페이지에 사전 신청, (대학)관리자 포털에 신청 - (재단)대학별 인원 배정 - (학생)최종신청(대학에 필수서류제출), (대학)장학생 선발(자체선발기준 적용)",-,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05-07-01,#NAME?,-,한국장학재단 우수장학부,한국장학재단,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05-07-01,http://www.kosaf.go.kr
자산형성지원사업(청년희망키움통장),R2021031101316,생계급여 수급 청년에게 자산형성지원으로 탈수급 및 자립기반 마련,"주거·금융, 생활비지원 및 금융 혜택",근로소득 공제금 10만원 + 근로소득 장려금 지급,2021.01.01.~2021.12.31.,2020.02.03~2020.11.17.(매월 상시 16일까지 접수),92명,광주,39,만 15세 ~ 39세,일하는 생계급여 수급 가구원 중 만15세~39세 이하인 청년,제한없음,제한없음,"재직자, 자영업자",저소득층,3년 만기 후 탈수급 및 사용용도 증빙 시 근로소득 공제금 및 근로소득 장려금 지급,동일 사업 지급 해지자,동 주민센터 신청 접수,사업 수행 기관 심사 진행(매월 16일까지 결과 발표),http://www.hopegrowing.com/index.jsp,"소득신고서, 재직증명서 등 근로활동 증빙 서류",-,광주광역시 서구청 통합돌봄추진단 장애인희망복지과,한국자활복지개발원,http://www.hopegrowing.com/index.jsp,http://www.hopegrowing.com/index.jsp
쉐어하우스 운영,R2021031101686,예산군으로 귀농하고자 하는 예비 귀농귀촌인에게 주거공간 지원,"주거·금융, 주거지원",주거공간 지원,연중,결원 발생시 수시 공고,2명,충남 예산군,40,만 20세 ~ 40세,예산군으로  귀농을 희망하는 예비 귀농귀촌인,제한없음,제한없음,제한없음,제한없음,해당없음,해당없음,방문접수,개별통보,없음,입주계약서 및 주민등록 초본 제출,해당없음,농업기술센터 기술보급과,-,https://yesan.go.kr/farm.do,
울산 신혼부부 주거지원 사업,R2021021803487,"신혼부부의 주거비 부담을 완화하여 혼인기피, 출산포기 등 저출생의 주요 원인을 극복하고 내집마련의 마중물 역할 제공","주거·금융, 주거지원",임대료 및 관리비 5만원~35만원 지원,2020.04.01.~2030.12.31.,2021.03.~상시 접수,"1,300가구",울산,39,만 19세 ~ 39세,공공임대주택 거주 혼인기간 10년 이내의 신혼부부가구,제한없음,제한없음,제한없음,제한없음,-,주거급여 수급자 및 울주군 신혼부부 주거지원 사업 대상자,읍면행정복지센터 방문하여 신청 작성 및 구비서류 제출,- 사업 수행 기관 심사 후 익월 25일 첫 급여 지급(급여 지급일은 매월 25일),-,"신청서, 서약서, 등본, 공공임대주택표준계약서, 개인정보제공동의서, 혼인관계증명서, 가족관계증명서, 통장사본 등",-,건축주택과,-,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17057,https://www.ulsan.go.kr/
빈곤 청년에 대한 근로인센티브 확대,R2022012501414,"기초생활수급가구 청년의근로소득공제 확대, 근로인센티브 강화, 부양의무자 기준 완화 지원 등 빈곤 청년에 대한 근로인센티브 확대","주거·금융, 생활비지원 및 금융 혜택","(근로소득공제 확대)

- 교재비·주거비 인상 등 물가상승률을 고려하여 기초생활수급가구 청년의 근로소득 공제율이 상향 조정됨

(근로인센티브 강화)

- ’18년 4월부터는 수급자인 청년의 자산형성 지원을 위해 ‘청년 희망키움 통장’ 시행 등을 통해 근로인센티브를 지속적으로 확대하고 있음

(취업에 따른 자립지원별도가구 보장)

- 만 18세 이상 34세 이하의 수급가구 자녀일 경우 취업 후 가족과 동거 유지 시 소득·재산 분리 기간을 기존 3년에서 고교 졸업후 7년, 대학 졸업후 5년으로 연장 가능

(부양부담 경감) 

- 자립지원 별도가구 보장 중인 부양의무자로서 월 소득 258만원 이하인 만 18세 이상 34세 이하 청년 1인 가구주에 대해서는 부양비 면제

(학비 대출 지원) 

- 빈곤의 대물림 방지를 위해 수급자 및 부양의무자 가구의 만 18세 이상 34세 이하 대학생·청년에 대해 등록금 및 학자금 대출의 부담 경감

(근로빈곤층 취업우선 지원제도 개선) 

- 자활사업 배치가 필요한 모든 조건부수급자에 대하여 자활지원계획수립 상담을 통한 자활역량평가를 실시하여 평가점수 60점 이상자는 취업성공패키지 사전단계에 의뢰가능",-,-,-,중앙부처,34,만 18세 ~ 34세,제한없음,제한없음,제한없음,재직자 및 자영업자,저소득층,"근로소득공제: 대학생 및 만 18세 이상 24세 이하

- 소득에서 40만원 우선 공제 후 30프로 추가 공제

- 대학생 등록금 제출 공제",-,-,-,http://www.bokjiro.go.kr,-,"본 정책은 별도의 지원 사업이 아니며, 기초생활수급자 선정 시 적용하는 완화된 기준임",보건복지부 기초생활보장과,읍면동 주민센터,http://www.mohw.go.kr/react/al/sal0301vw.jsp?PAR-MENU-ID=04&MENU-ID=0403&CONT-SEQ=365146,-
청년 및 서민 주거안정을 위한 공공주택 공급확대,R2021031100841,도민 수요에 맞는 안정적인 공공주택 공급 확대로 주거안정 도모,"주거·금융, 주거지원","2021년 공공임대주택 공급(입주자모집) : 164세대(건입동 144, 안덕화순 20)",2021.01.01.~2021.12.31.,공고 시,164세대,제주,39,만 19세 ~ 39세,"1. 청년 계층- 사회초년생 : 소득이 있는 업무에 종사한 기간이 총 5년 이내이며, 아래의 하나에 해당하는 자
- 소득이 있는 업무에 종사하는 자
- 퇴직한 후 1년이 지나지 않은 사람으로서 구직급여 수급자격을 인정받은 자
- 예술인
2. 신혼부부,한부모가족 계층, 신혼부부 : 공고일 현재 혼인중이며 혼인기간이 7년 이내인 자
- 예비신혼부부 : 입주 전까지 혼인사실을 증명할 수 있는 자
- 한부모가족 : 만6세 이하(태아포함) 자녀를 둔 한부모인 자
3. 주거급여수급자: 무주택기간이 계속하여 1년 이상인 제주특별자치도에 거주하는 주거급여수급권자 또는 주거급여수급자
4. 고령자 : 무주택기간이 계속하여 1년 이상인 제주특별자치도에 거주하는 만 65세 이상의 자",제한없음,제한없음,제한없음,제한없음,#NAME?,-,"제출 서류 준비하여 제주특별자치도개발공사로 현장 접수
*제주시 첨단로330(영평동, 세미양빌딩) 제주특별자치도 개발공사 임시사무연구동
*상기 주소는 임시사무실로 주소 차후 변경 될 수 있으니 신청시 공고문 확인 바랍니다.","당첨자 발표 : 제주특별자치도개발공사 홈페이지(http://www.jpdc.co.kr/) - 공지사항
*당첨자발표는 사회보장정보시스템 자격검색 처리기간에 따라 연기될 수 있음",방문접수,"개인정보수집이용 및 제3자 제공 동의서, 금융정보 등 (금융,신용,보험정보) 제공 동의, 자산 보유 사실확인서
주민등록표등본(반드시 세대구성 사유 및 일자, 세대주와의 관계, 세대주 및 세대원 전원의 주민등록번호, 전입일, 변동일 등이 전부 표기되도록 발급)
주민등록표초본(반드시 과거 주소변동사항, 세대주 성명 및 관계 등이 전부 표기되도록 발급)
가족관계증명서, 신분증 사본
*공급대상자별로 추가 제출서류 확인하여 준비","- 문의처 : 064-780-3595, 3592
- 인터넷 : 제주특별자치도개발공사 홈페이지 (http://www.jpdc.co.kr)
- 주소 :  (63309) 제주특별자치도 제주시 첨단로 330(영평동, 세미양빌딩) C동 102호 주거복지팀",제주특별자치도 건축지적과,제주개발공사,http://www.jpdc.co.kr/,-
대학입학장학생 장학금,R2021021803530,"대학입학생들의 안정적 생활을 돕고, 지역사회 중추적인 역할을 수행할 지연인재 육성 지원","주거·금융, 학자금 지원",생활비 성격의 학자금 지원1인당 200만원,4월,매년 초(3월경),250명,경남,999,제한없음,"부모님 1년이상 도내거주, 중위소득 60프로이하의 가구, 성적 수능 또는 수시 3등급이내",대학 재학,제한없음,제한없음,제한없음,-,-,경상남도청 홈페이지 접속하여 신청서 및 증빙서류 양식 다운,-,-,"연수신청서, 성적증명서, 합격증 또는 등록금 납입영수증",-,경상남도 통합교육추진단,경상남도 장학회,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM-000000133002003003,https://www.gyeongnam.go.kr/index.gyeong
청년희망키움통장,R2021021803006,근로능력이 있는 청년 생계급여 수급자에게 근로 인센티브를 지원하여 탈 수급 독려,"주거·금융, 생활비지원 및 금융 혜택",일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소 없이 자산 축적 지원- 청년의 자립을 위한 특화된 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방,2021.01.01.~2021.12.31.,월별 신청기간(홈페이지 게시),-,충북 음성군,39,만 15세 ~ 39세,기준 중위소득 30프로 이하,제한없음,제한없음,"재직자, 자영업자, 프리랜서, 일용근로자, 창업자, 단기근로자",제한없음,-,-,신청시기에 주민등록상 읍면행정복지센터 방문 신청,우편 안내,방문 신청,청년희망키움통장 참여 신청서 및 관련서류,-,음성군청 주민지원과,한국자활복지개발원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,http://www.mohw.go.kr/react/index.jsp
전입학생 지원금 지급,R2021031101602,지역발전 기반구축과 지역경제 활성화를 위한 인구증가시책의 일환,"주거·금융, 생활비지원 및 금융 혜택",전입 시 5만 원 상당 상품권 / 전입 후 6개월 20만원 / 전입 후 1년 15만원 / 전입 후 1년6개월 20만원전입 후 1년 15만원 / 전입 후 1년6개월 20만원 지급,2021.01.01.~2021.12.31.,2021. 1. ~ 예산 소진시까지,100명,충남 보령시,999,제한없음,"다른 자치단체에 주민등록을 두고 있다가 보령시로 전입한 학생(최초 전입만 해당)※ 보령시 소재 고등학교, 대학교 학생에 한함","고교 재학, 대학 재학",제한없음,제한없음,제한없음,-,군복무 / 휴학,읍면동에서 전입신고 시 신청,검토 후 대상자 확정 및 지급,해당없음,"신청서, 재학증명서",해당없음,기획감사실,해당없음,https://www.brcn.go.kr/kor/sub05-10-02.do,https://www.brcn.go.kr/
전기자동차 구매 지원,R2021021803562,생애 최초 구매 차량을 전기자동차로 구매하는 청년층에 구매 우선순위 별도 배정,"주거·금융, 생활비지원 및 금융 혜택",전기자동차 보급 물량의 5퍼센트를 구매 우선순위 별도 배정,2021.02.~2021.10.,2021.02.~2021.09.(별도 배정 물량 소진시 까지),-,경남,39,만 18세 ~ 39세,생애 최초 구매 차량을 전기자동차로 구매하는 청년,제한없음,제한없음,제한없음,제한없음,생애 최초로 구매하는 차량이 전기자동차일 것,각 시군 공고 상 결격사항이 없을 것,전기자동차 판매대리점 신청 대행각 시군 공고에 따라 전기자동차 구매 지원 시스템을 통해 참여,-,https://www.ev.or.kr/portal/main전기자동차 판매대리점 신청 대행,전기자동차 구매 신청서류와 동일(별도 서류 없음),3분기까지 시군별 5퍼센트 물량을 별도 배정하여 청년층에 우선순위를 부여하고 3분기 이후 잔여물량은 일반 신청자에 배정함,경남도청 기후환경산림국 기후대기과,해당없음,-,https://www.ev.or.kr/portal/main
인재육성장학재단 운영,R2021031100959,"성적우수, 특기장학생 등 대상으로 장학금 지원","주거·금융, 생활비지원 및 금융 혜택",장학금 지원,2021.01.01.~2021.12.31.,-,27명,대전 서구,999,제한없음,"성적우수, 특기장학생",제한없음,제한없음,제한없음,제한없음,-,-,"방문 또는 우편, 이메일 접수",대전광역시 서구청 홈페이지 공고,http://www.seogu.go.kr/,참여신청서,-,서구청 자치분권과,주관기관과 동일,http://www.seogu.go.kr/,-
행복씨앗통장 (발달장애인 자산형성 지원사업),R2021021802274,다른 장애에 비해 소득수준이 낮은 발달장애인에게 성인기 전환 등에 따른 경제적 자립을 위한 자산형성 지원,"주거·금융, 생활비지원 및 금융 혜택","10만원 저축 시 10만원 보조금 지원, 매월 20만원씩 3년 저축",2021.04.14.~2021.12.31.,-,-,인천 계양구,39,만 16세 ~ 39세,만 16세 이상 39세 이하 발달장애인,제한없음,제한없음,제한없음,제한없음,-,-,#NAME?,-,주소지 행정복지센터 방문신청,-,-,인천광역시 계양구 노인장애인복지과,-,https://www.gyeyang.go.kr/open-content/publicity/bbs/bbsMsgDetail.do?msg-seq=8961&bcd=board-111,https://www.gyeyang.go.kr/open-content/main/
중소기업취업연계장학금(희망사다리장학금 I 유형),R2022012601483,"중소, 중견기업 취업희망자 및 예비 창업자를 위한 장학금","주거·금융, 학자금 지원",등록금: 학기당 등록금 전액 지원 - 취·창업 지원금: 학기당 200만원 지원,2013년~계속,-,"6,200명",중앙부처,999,제한없음,"(1)대상대학
- 고등교육법 제2조 제1호, 제2호, 제4호에 해당하는 대학, 산업대학, 전문대학
- 특별법에 의해 설립된 대학 중 국립대법인, 과학기술원, 전통문화대
(2)장학생 신청 자격
- 대한민국 국적으로 일반대 3학년 이상, 전문대 2학년 이상 재학 중인 자 *단, 조기취업형 계약학과 학생의 경우 1학년에 한해 지원 가능
- 전문대 장학생은 졸업 후 전공심화 또는 4년제 편입에 한해 추가 지원 허용
- 직전 학기 성적이 100점 만점의 70점 이상인 자 *단, 신·편입(재입학)생은 성적 심사 제외
- 직전 학기 대학별 최소이수학점 이상 이수
- 대학 학칙에 산출된 백분위 점수 70점 이상
*지원한 프로그램에 따라 아래 취업 및 창업 기준을 달성해야 함
- 취업지원형: 중소 및 중견기업(3년 평균 매출액 5,000억 원 미만) 근무
- 창업지원형: 6개월 간 약 548,349원 이상 매출액 발생
- 의무사항 요건: 학적유지(장학금을 수혜한 학기 이수 필수), 졸업 후 의무재직(수혜학기x6개월 간 재직 유지), 수혜학기별 보증보험 가입 필수",대학 재학 중인 자,제한없음,제한없음,"중소(중견)기업 취업 희망자, 예비창업자",#NAME?,"- 대학기본역량진단평가(구,대학구조개혁평가)에서 재정지원제한 2유형(구,E등급)으로 분류된 대학
- 계약학과 학생은 지원 대상에서 제외되나, 조기취업형 계약학과 학생은 1학년에 한해 지원 가능
- 타 장학금과의 이중수혜 불가 
- 국가교육근로장학금 제외
- 일자리사업 중복지원 금지 
- 중복지원의 범위는 고용노동부에서 정함",참여 대학신청 - (학생) 재단 홈페이지 신청 - (학생) 온라인사전교육 이수,참여대학 신청(대학) - 장학금 신청(학생) - 선발 - 장학금 지급,http://www.kosaf.go.kr,"유관사업 참여 증빙서류, 창업강의 이수 내역(창업지원형의 경우 해당)",-,한국장학재단,한국장학재단,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05-14-01&ttab1=0,http://www.kosaf.go.kr
(국민연금) 실업크레딧 지원,R2021060700122,실업자의 노후소득 보장을 강화하기 위해 구직급여 수혜기간 동안 국민연금 보험료의 일부를 지원하고 그 기간을 연금 가입기간으로 산입하는 제도,"주거·금융, 생활비지원 및 금융 혜택","- 지원기간 : 구직급여 수급기간으로 하되, 1인 생애 최대 12개월 까지 지원
- 지원금액 : 연금 보험료는 인정소득의 9퍼센트이며, 이중 국가 지원 보험료는 연금 보험료의 75퍼센트
    ※ 인정소득은 구직급여기초임금일액*에 30일을 곱하여 월액으로 환산한 값의 1/2이며, 상ㆍ하한선은 보건복지부 장관이 고시  : 구직급여기초임금일액 - 퇴직 전 3개월간 평균임금
    ※ 실직자 국민연금 보험료의 75퍼센트 지원(고용보험기금 25퍼센트, 일반회계 25퍼센트, 국민연금기금 25퍼센트 지원), 자부담 25퍼센트""",-,상시,-,중앙부처,60,만 18세 ~ 60세,국민연금 가입자 또는 가입한 적이 있는 자 중 18세 이상 60세 미만의 구직급여 수혜자,제한없음,제한없음,제한없음,제한없음,-,-,"- 1단계 고용센터 : 실업크레딧 제도안내 
- 2단계 신청자 : 보험료 지원금 신청
- 3단계 연금공단 : 지원여부 확인, 결정 
- 4단계 연금공단 : 보험료 부과 
- 5단계 신청자 : 본인부담 보험료 납부 
- 6단계 연금공단 : 보험료 정산",-,"- 해당지역 고용센터 또는 국민연금공단 지사 문의 후 신청

- 문의처

☎ 국민연금공단 콜센터 (국번없이 1355)

☎ 고용노동부 고객상담센터 (국번없이 1350)",-,-,"고용노동부, 국민연금공단",고용센터,http://www.moel.go.kr/policy/policyinfo/safety/list7.do,https://www.moel.go.kr/index.do
